# t  |c1| |c2| |c3| |c4|  phase1  |c1|(30-70AU) |c1|(70-120) |c1|(120-180)
1.2000 3.183397e-02 1.924775e-03 3.583132e-04 5.806062e-04 -1.1387 4.352230e-02 4.102139e-02 5.914845e-02
1.2500 3.225541e-02 2.236489e-03 4.467134e-04 7.120811e-04 -1.0101 4.597174e-02 4.736207e-02 5.863219e-02
1.3000 3.122654e-02 2.142011e-03 4.141124e-04 1.979204e-04 -0.9281 4.716400e-02 5.276795e-02 5.919669e-02
1.3500 2.903466e-02 1.776131e-03 5.310013e-04 6.608561e-04 -0.8157 4.674222e-02 5.890952e-02 5.727180e-02
1.4000 2.601823e-02 1.364159e-03 2.301791e-04 2.908183e-04 -0.7359 4.392099e-02 6.356801e-02 5.681973e-02
1.4500 2.465060e-02 3.038572e-03 9.612941e-04 4.374858e-04 -0.7099 3.921392e-02 6.802788e-02 5.486213e-02
1.5000 2.323436e-02 5.901206e-04 4.843218e-04 2.619552e-04 -0.5688 3.626433e-02 7.136929e-02 5.245407e-02
1.5500 2.278998e-02 1.167248e-03 3.063939e-04 2.762947e-04 -0.4656 3.532375e-02 7.394267e-02 5.223185e-02
1.6000 2.197057e-02 7.706806e-04 2.510996e-04 1.486619e-04 -0.2407 3.920933e-02 7.696348e-02 5.041586e-02
1.6500 2.274604e-02 9.429533e-04 4.029829e-04 3.750122e-04 -0.0270 4.369364e-02 8.171764e-02 4.982539e-02
1.7000 2.366652e-02 1.204270e-03 2.675310e-04 6.557046e-04 0.1478 4.492675e-02 8.726502e-02 4.918732e-02
1.7500 2.440988e-02 1.121872e-03 5.822715e-04 5.556423e-04 0.2887 4.580459e-02 9.037938e-02 4.808342e-02
1.8000 2.540543e-02 1.051555e-03 4.318940e-04 6.540714e-04 0.4368 4.646335e-02 9.501629e-02 4.845756e-02
1.8500 2.722274e-02 9.584115e-04 2.725306e-04 1.035968e-03 0.5564 4.813809e-02 9.916543e-02 4.892035e-02
1.9000 2.772909e-02 1.205424e-03 5.190587e-04 1.336963e-03 0.6983 4.965546e-02 1.011614e-01 5.015629e-02
1.9500 2.848242e-02 1.465567e-03 4.911280e-04 1.024139e-03 0.8136 5.066141e-02 1.038953e-01 5.529537e-02
2.0000 2.957429e-02 1.214325e-03 8.042127e-04 5.560649e-04 0.9988 5.233193e-02 1.076368e-01 6.069660e-02
2.0500 3.068871e-02 2.885917e-03 1.338845e-03 6.501432e-04 1.1012 5.346239e-02 1.107663e-01 6.902470e-02
2.1000 3.725315e-02 3.076513e-03 8.421351e-04 1.127520e-03 1.2741 5.816785e-02 1.170760e-01 7.709274e-02
2.1500 4.031735e-02 6.589936e-04 3.407793e-04 1.009277e-03 1.0772 5.386637e-02 1.170320e-01 8.715783e-02
2.2000 4.491290e-02 9.184348e-04 5.207380e-04 1.114310e-03 0.8893 4.977017e-02 1.136103e-01 9.967482e-02
2.2500 5.186738e-02 1.413446e-03 6.222144e-04 1.309949e-03 0.7613 5.624371e-02 1.089866e-01 1.110170e-01
2.3000 6.038170e-02 1.698494e-03 6.106504e-04 1.040603e-03 0.6933 7.308744e-02 1.090158e-01 1.202357e-01
2.3500 6.994242e-02 2.840807e-03 6.002716e-04 1.319579e-03 0.6695 9.066560e-02 1.115729e-01 1.324526e-01
2.4000 7.903486e-02 4.151375e-03 9.488363e-04 1.422311e-03 0.6930 1.065744e-01 1.227606e-01 1.437670e-01
2.4500 8.818490e-02 4.655239e-03 1.064071e-03 9.791287e-04 0.7321 1.211387e-01 1.379741e-01 1.560203e-01
2.5000 9.643254e-02 4.920588e-03 1.109845e-03 7.898569e-04 0.7871 1.333424e-01 1.586913e-01 1.683288e-01
2.5500 1.033593e-01 6.216024e-03 2.155730e-03 1.558124e-03 0.8444 1.418829e-01 1.820146e-01 1.793706e-01
2.6000 1.095268e-01 8.443797e-03 2.421142e-03 8.091199e-04 0.9077 1.506670e-01 2.019418e-01 1.910026e-01
2.6500 1.155239e-01 7.660469e-03 1.119858e-03 5.763559e-04 0.9674 1.582238e-01 2.189203e-01 2.037419e-01
2.7000 1.193547e-01 8.855205e-03 5.011675e-04 1.035649e-03 1.0272 1.645878e-01 2.326204e-01 2.134448e-01
2.7500 1.215996e-01 9.708608e-03 6.027557e-04 1.483407e-03 1.0968 1.717311e-01 2.437795e-01 2.245671e-01
2.8000 1.243745e-01 9.751304e-03 5.002905e-04 1.017878e-03 1.1603 1.766905e-01 2.542645e-01 2.366234e-01
2.8500 1.275369e-01 8.937689e-03 4.950069e-04 1.617322e-03 1.2232 1.794596e-01 2.624522e-01 2.542251e-01
2.9000 1.295475e-01 9.041562e-03 1.652847e-03 2.344902e-03 1.2847 1.802276e-01 2.720458e-01 2.714358e-01
2.9500 1.359772e-01 9.081617e-03 1.871330e-03 1.754203e-03 1.3403 1.812277e-01 2.854869e-01 2.902647e-01
3.0000 1.400505e-01 9.763416e-03 5.509228e-04 1.811769e-03 1.4091 1.850237e-01 2.971926e-01 3.124293e-01
3.0500 1.435131e-01 1.009597e-02 9.894980e-04 2.187717e-03 1.4787 1.908790e-01 3.082103e-01 3.309782e-01
3.1000 1.472722e-01 1.040814e-02 7.557125e-04 2.116152e-03 1.5418 1.973282e-01 3.200572e-01 3.493422e-01
3.1500 1.508252e-01 1.043450e-02 1.284413e-03 2.036400e-03 1.5993 2.006141e-01 3.311888e-01 3.653777e-01
3.2000 1.539574e-01 1.026185e-02 1.087900e-03 1.880065e-03 1.6623 2.048900e-01 3.420114e-01 3.776327e-01
3.2500 1.546472e-01 1.100830e-02 1.050805e-03 1.730000e-03 1.7154 2.049313e-01 3.509237e-01 3.862121e-01
3.3000 1.521562e-01 1.205972e-02 3.150301e-03 1.262544e-03 1.7655 2.019980e-01 3.572322e-01 3.931731e-01
3.3500 1.494572e-01 1.115430e-02 3.613368e-03 1.161413e-03 1.8204 1.964072e-01 3.614807e-01 3.972420e-01
3.4000 1.483010e-01 1.136249e-02 2.771001e-03 1.084958e-03 1.8702 1.898546e-01 3.632398e-01 4.019447e-01
3.4500 1.453157e-01 1.168151e-02 3.338184e-03 9.653912e-04 1.9198 1.818611e-01 3.647500e-01 4.016517e-01
3.5000 1.429699e-01 1.157674e-02 2.454577e-03 1.827758e-04 1.9811 1.812135e-01 3.630290e-01 4.026333e-01
3.5500 1.405179e-01 1.001474e-02 1.782020e-03 1.718765e-03 2.0378 1.804546e-01 3.606620e-01 4.030997e-01
3.6000 1.371726e-01 1.040956e-02 2.206950e-03 1.173849e-03 2.0797 1.771675e-01 3.563983e-01 4.023056e-01
3.6500 1.351651e-01 8.898414e-03 1.808020e-03 8.728922e-04 2.1083 1.706288e-01 3.474246e-01 4.048815e-01
3.7000 1.320491e-01 8.807090e-03 2.403661e-03 1.240550e-03 2.1342 1.628618e-01 3.350637e-01 4.068787e-01
3.7500 1.292443e-01 8.803143e-03 2.481020e-03 1.334058e-03 2.1572 1.610351e-01 3.190163e-01 4.077110e-01
3.8000 1.281865e-01 8.733821e-03 3.080005e-03 1.334283e-03 2.1670 1.632749e-01 3.015236e-01 4.083223e-01
3.8500 1.282522e-01 8.497511e-03 2.302827e-03 1.628898e-04 2.1737 1.663249e-01 2.846081e-01 4.115415e-01
3.9000 1.294963e-01 1.152469e-02 1.527987e-03 4.833673e-03 2.1871 1.710181e-01 2.719952e-01 4.134067e-01
3.9500 1.347104e-01 9.742139e-03 4.128685e-03 8.983523e-04 2.2052 1.798736e-01 2.619197e-01 4.171754e-01
4.0000 1.402080e-01 1.155946e-02 2.082893e-03 2.705001e-03 2.2005 1.906548e-01 2.564107e-01 4.187328e-01
