# t  |c1| |c2| |c3| |c4|  phase1  |c1|(30-70AU) |c1|(70-120) |c1|(120-180)
2.4500 2.448962e-02 1.806304e-03 9.891505e-04 1.217120e-03 -0.6823 2.932685e-02 2.862176e-02 6.266538e-02
2.5000 2.694458e-02 2.122277e-03 6.807919e-04 1.199424e-03 -0.6038 3.520208e-02 3.645660e-02 6.170220e-02
2.5500 2.891949e-02 2.203447e-03 3.735203e-04 1.105827e-03 -0.5210 3.847020e-02 4.480308e-02 6.075254e-02
2.6000 3.139763e-02 1.424254e-03 7.325362e-04 1.522099e-03 -0.4565 4.288219e-02 5.353920e-02 5.862864e-02
2.6500 3.300738e-02 1.414648e-03 7.355628e-04 1.204959e-03 -0.3742 4.479756e-02 6.221767e-02 5.704615e-02
2.7000 3.413792e-02 1.363411e-03 4.178314e-04 9.760738e-04 -0.2831 4.760749e-02 7.191062e-02 5.369767e-02
2.7500 3.542974e-02 1.074732e-03 9.237241e-04 7.899735e-04 -0.2047 5.022678e-02 8.239227e-02 5.124399e-02
2.8000 3.610790e-02 7.808200e-04 3.651458e-04 1.246231e-03 -0.1320 5.062373e-02 9.168159e-02 4.949840e-02
2.8500 3.766741e-02 1.832960e-03 2.320403e-03 6.630709e-03 -0.0632 5.005850e-02 9.883703e-02 4.709232e-02
2.9000 3.626773e-02 2.077212e-03 4.627845e-04 9.465780e-04 -0.0107 4.987679e-02 1.019830e-01 4.539755e-02
2.9500 3.652339e-02 2.842808e-03 1.825787e-04 1.366718e-03 0.1999 5.449017e-02 1.026474e-01 4.560660e-02
3.0000 3.598738e-02 2.541447e-03 7.980734e-04 1.361564e-03 0.4044 6.217901e-02 1.034299e-01 4.781321e-02
3.0500 3.400700e-02 1.526766e-03 7.222642e-04 8.821707e-04 0.5860 6.764938e-02 1.030873e-01 5.031114e-02
3.1000 3.195434e-02 1.395773e-03 7.193890e-04 3.363881e-04 0.7771 7.105862e-02 1.021548e-01 5.326631e-02
3.1500 2.937958e-02 1.738019e-03 8.338952e-04 3.099980e-04 0.9932 7.090113e-02 1.018340e-01 5.527213e-02
3.2000 2.692861e-02 1.785727e-03 5.606156e-04 1.207936e-03 1.2223 6.912568e-02 1.042191e-01 5.777477e-02
3.2500 2.708771e-02 2.541549e-03 1.090594e-03 1.680853e-03 1.3836 6.667734e-02 1.096027e-01 6.095951e-02
3.3000 2.771173e-02 4.792537e-03 2.332631e-03 2.330171e-03 1.6099 6.417477e-02 1.146378e-01 6.761809e-02
3.3500 2.793454e-02 5.391630e-03 9.502290e-04 2.511756e-03 1.9121 6.430851e-02 1.200774e-01 7.247758e-02
3.4000 3.033914e-02 9.507724e-04 1.445366e-03 2.160766e-03 2.0517 6.146513e-02 1.263647e-01 7.867453e-02
3.4500 3.112759e-02 1.371693e-03 5.242466e-04 1.412391e-03 2.1575 5.572940e-02 1.300706e-01 8.759936e-02
3.5000 2.892340e-02 2.256749e-03 5.191511e-04 7.739204e-04 2.2906 4.659495e-02 1.298199e-01 9.498392e-02
3.5500 2.691667e-02 2.251744e-03 7.818055e-04 8.879939e-04 2.4273 3.979252e-02 1.262647e-01 1.029663e-01
3.6000 2.597723e-02 3.622846e-03 5.029401e-03 5.843170e-03 2.4395 3.213564e-02 1.222905e-01 1.115452e-01
3.6500 2.785625e-02 1.635805e-03 2.671642e-03 1.085232e-03 2.4255 2.721470e-02 1.160664e-01 1.179256e-01
3.7000 2.465973e-02 2.698868e-04 1.711402e-03 1.732753e-04 2.4946 2.501542e-02 1.045300e-01 1.232686e-01
3.7500 2.155939e-02 1.381921e-03 8.734140e-04 9.778168e-04 2.5043 2.575527e-02 9.159054e-02 1.251140e-01
3.8000 1.670483e-02 3.322128e-03 2.557219e-03 1.997653e-03 2.4982 2.000460e-02 7.614594e-02 1.271123e-01
3.8500 7.548136e-03 5.648064e-03 4.383834e-03 3.374981e-03 2.2628 7.988432e-03 5.954492e-02 1.276988e-01
3.9000 1.240268e-02 4.625532e-03 2.456558e-03 1.822825e-03 1.5123 8.190401e-03 3.952040e-02 1.302039e-01
3.9500 1.596689e-02 1.394446e-04 1.039523e-03 1.731470e-03 1.0560 1.985073e-02 2.876920e-02 1.288498e-01
4.0000 1.698303e-02 2.810695e-03 8.472820e-04 1.947935e-03 0.8917 2.863590e-02 3.432050e-02 1.241241e-01
